Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,date,Valuation
728,Jodel Dossou,BEN,MFDF,Clermont Foot,Ligue 1,30.0,1992,9,2,258,2.9,1.0,2.07,1.03,50.0,0.17,0.33,16.7,0.0,0.0,0.0,13.4,20.3,66.1,190.3,67.6,8.97,11.0,81.3,3.45,6.21,55.6,0.69,1.72,40.0,0.0,1.03,1.72,0.34,0.34,2.07,20.3,19.0,1.38,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,1.38,13.4,0.0,0.69,1.72,1.38,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,1.38,1.03,0.69,0.69,1.38,1.38,100.0,0.0,0.69,0.34,0.34,0.34,2.76,0.0,0.0,34.8,0.34,4.48,13.8,17.6,3.1,34.8,23.1,153.8,73.8,2.76,1.38,0.69,2.76,1.72,22.1,7.93,0.0,0.0,0.0,1.03,1.03,1.03,3.45,1.38,0.0,0.0,0.0,2.41,0.34,1.38,20.0,2022-11-02,1000000.0
851,Fernando,BRA,MFDF,Sevilla,La Liga,35.0,1987,13,12,971,10.8,0.0,0.28,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,51.0,57.0,89.4,932.8,226.2,21.7,23.5,92.1,23.3,25.0,93.3,5.09,6.57,77.5,0.0,0.46,4.07,0.19,0.0,4.26,57.0,54.6,2.04,1.57,0.0,1.39,0.19,0.0,0.0,0.0,0.0,0.28,51.0,0.37,0.28,1.2,1.11,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,1.48,0.93,1.02,0.19,1.02,1.39,73.3,0.37,1.3,0.56,0.74,1.57,3.7,1.67,0.0,65.9,4.91,22.5,34.1,9.72,0.28,65.9,40.6,178.8,77.9,0.46,1.48,0.0,0.93,0.93,44.8,0.93,0.19,0.0,0.0,1.11,0.65,0.0,0.19,1.48,0.0,0.0,0.0,6.02,0.56,0.83,40.0,2023-03-23,3000000.0
1034,Pape Gueye,SEN,MFDF,Marseille,Ligue 1,24.0,1999,14,4,492,5.5,1.0,1.45,0.73,50.0,0.13,0.25,16.8,0.0,0.0,0.0,49.3,58.2,84.7,902.9,234.7,18.2,19.3,94.3,25.8,30.0,86.1,4.55,7.09,64.1,0.18,0.73,4.0,1.09,0.36,5.64,58.2,55.3,2.73,1.64,0.0,0.36,0.55,0.0,0.0,0.0,0.0,1.09,49.3,0.18,0.36,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,3.27,1.27,1.82,1.27,0.18,1.27,2.73,46.7,1.45,1.64,0.36,1.27,1.64,4.91,0.36,0.0,70.5,1.64,13.1,44.7,13.3,1.27,70.5,54.0,306.7,160.2,1.64,0.73,0.18,1.27,1.09,49.3,2.36,0.18,0.0,0.0,1.82,2.18,0.18,0.55,1.27,0.0,0.0,0.0,7.64,2.0,0.91,68.8,2022-11-02,10000000.0
1035,Josuha Guilavogui,FRA,MFDF,Wolfsburg,Bundesliga,32.0,1990,13,4,524,5.8,1.0,0.52,0.17,33.3,0.33,1.0,14.5,0.0,0.0,0.0,33.8,43.4,77.8,667.2,206.4,12.4,15.7,79.1,16.0,20.2,79.5,5.17,6.38,81.1,0.0,0.69,3.62,0.86,0.0,3.28,43.4,42.4,0.86,0.52,0.0,0.52,0.17,0.0,0.0,0.0,0.0,0.34,33.8,0.17,0.34,1.55,1.38,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.86,0.0,1.21,0.17,0.34,1.9,18.2,1.55,2.07,1.21,0.86,1.38,2.76,3.97,0.0,55.9,5.17,15.9,32.9,7.24,1.03,55.9,21.4,79.3,29.7,0.17,0.52,0.0,0.86,0.69,27.9,0.86,0.34,0.0,0.0,3.1,0.86,0.34,0.17,0.86,0.0,0.0,0.0,6.55,3.28,3.45,48.7,2022-11-09,3000000.0
1192,Vitaly Janelt,GER,MFDF,Brentford,Premier League,24.0,1998,22,15,1419,15.8,2.0,0.51,0.25,50.0,0.25,0.5,12.1,0.0,0.0,0.0,31.8,40.3,78.9,543.4,154.8,16.2,18.5,87.7,11.3,13.8,82.1,3.48,5.57,62.5,0.06,0.57,2.85,0.63,0.25,3.04,40.3,38.4,1.65,0.7,0.19,0.63,0.82,0.06,0.06,0.0,0.0,0.89,31.8,0.25,0.63,2.09,1.71,0.06,0.13,0.13,0.0,0.06,0.19,0.19,0.0,0.0,0.0,0.0,0.0,2.72,1.33,1.14,1.08,0.51,1.08,2.15,50.0,1.08,1.14,0.44,0.7,1.08,3.8,1.33,0.0,50.4,2.91,14.4,26.7,9.62,1.58,50.4,25.8,111.2,51.1,0.7,0.89,0.06,0.7,0.7,28.9,1.08,0.06,0.0,0.0,0.89,0.95,0.0,0.82,1.33,0.0,0.0,0.0,7.03,1.33,1.01,56.8,2022-11-03,16000000.0
1272,Grigoris Kastanos,CYP,MFDF,Salernitana,Serie A,25.0,1998,12,2,306,3.4,0.0,2.65,0.88,33.3,0.0,0.0,23.5,0.0,0.0,0.0,29.1,41.2,70.7,461.8,132.9,14.7,16.5,89.3,11.2,16.2,69.1,1.76,3.53,50.0,0.0,1.47,3.53,0.59,0.0,4.12,41.2,38.8,1.47,1.18,0.0,1.18,1.47,0.29,0.0,0.0,0.0,0.0,29.1,0.88,1.76,2.65,2.35,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,2.06,0.59,2.35,0.59,0.59,2.35,25.0,1.76,1.47,0.59,0.88,0.59,4.12,0.29,0.0,54.1,0.59,7.06,27.4,19.7,2.06,54.1,33.2,228.8,105.9,2.94,2.06,0.59,1.76,0.88,38.8,6.47,0.59,0.0,0.0,2.65,2.94,0.0,1.47,2.06,0.0,0.0,0.0,3.53,1.76,0.59,75.0,2022-11-11,1300000.0
1384,Toni Lato,ESP,MFDF,Valencia,La Liga,25.0,1997,14,5,545,6.1,1.0,1.15,0.16,14.3,0.14,1.0,19.5,0.16,0.0,0.0,39.5,47.5,83.1,632.6,189.8,19.5,20.8,93.7,16.4,19.2,85.5,2.46,5.08,48.4,0.0,1.8,3.61,1.48,0.33,3.77,47.5,42.8,4.59,0.98,0.0,0.33,3.11,1.31,0.33,0.66,0.0,2.3,39.5,0.16,0.82,3.93,2.79,0.66,0.16,0.0,0.16,0.16,0.49,0.16,0.0,0.16,0.0,0.16,0.0,1.8,0.66,0.49,1.31,0.0,0.33,0.66,50.0,0.33,1.15,0.0,1.15,0.49,2.3,1.48,0.0,56.7,1.97,13.6,23.1,20.3,2.13,56.7,31.6,157.5,84.3,1.64,1.64,0.16,0.98,0.0,38.5,5.25,0.0,0.0,0.0,0.49,0.82,0.33,3.11,0.66,0.0,0.0,0.0,4.43,0.33,1.64,16.7,2022-11-07,2500000.0
1415,Mario Lemina,GAB,MFDF,Nice,Ligue 1,29.0,1993,14,11,838,9.3,0.0,0.65,0.32,50.0,0.0,0.0,20.1,0.0,0.0,0.0,61.2,68.5,89.3,1026.2,290.4,27.2,28.8,94.4,27.1,28.5,95.1,4.52,8.06,56.0,0.0,0.43,4.73,0.32,0.0,4.95,68.5,67.6,0.54,0.54,0.11,0.65,0.22,0.0,0.0,0.0,0.0,0.0,61.2,0.32,0.43,1.29,1.18,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,3.44,2.26,1.18,1.51,0.75,1.29,1.94,66.7,0.65,1.4,0.54,0.86,1.18,4.62,2.15,0.0,77.8,4.19,21.9,48.5,7.85,0.65,77.8,62.3,320.8,137.4,1.51,1.51,0.0,0.43,0.11,59.0,1.08,0.11,0.11,0.0,1.4,0.54,0.0,0.22,2.26,0.0,0.0,0.0,6.67,0.54,0.43,55.6,2023-03-16,10000000.0
1423,Jefferson Lerma,COL,MFDF,Bournemouth,Premier League,28.0,1994,22,22,1973,21.9,2.0,0.73,0.14,18.8,0.13,0.67,16.2,0.0,0.0,0.0,35.3,43.2,81.7,553.3,197.1,17.1,19.6,87.0,14.8,16.7,88.8,1.96,4.25,46.2,0.0,0.41,3.11,0.59,0.05,3.24,43.2,41.6,1.6,1.19,0.14,0.09,0.18,0.0,0.0,0.0,0.0,0.32,35.3,0.0,0.59,1.28,1.1,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.78,0.73,0.55,0.18,0.68,0.96,71.4,0.27,0.78,0.41,0.37,1.1,2.56,3.15,0.05,52.6,5.62,18.3,26.5,8.68,1.23,52.6,24.8,100.5,49.0,0.59,0.87,0.05,0.73,0.5,31.1,0.78,0.14,0.0,0.0,0.91,1.14,0.09,0.18,0.78,0.0,0.09,0.05,6.94,1.92,1.14,62.7,2022-11-03,15000000.0
1446,Marcos Llorente,ESP,MFDF,Atlético Madrid,La Liga,28.0,1995,13,12,1016,11.3,1.0,1.06,0.18,16.7,0.08,0.5,16.9,0.0,0.0,0.0,33.3,42.0,79.2,497.2,137.1,17.9,19.8,90.2,11.3,14.4,78.5,2.04,3.54,57.5,0.0,1.42,2.3,1.59,0.27,4.51,42.0,38.1,3.72,0.0,0.09,0.27,2.65,0.0,0.0,0.0,0.0,3.72,33.3,0.18,1.42,3.19,2.83,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.86,0.97,1.15,0.44,0.27,1.24,1.77,70.0,0.53,1.24,0.0,1.24,1.06,2.92,0.97,0.0,52.0,1.86,11.8,20.4,20.5,2.92,52.0,29.3,174.2,99.2,3.27,2.39,0.88,1.42,0.62,33.5,7.79,0.09,0.0,0.0,1.42,0.8,0.09,2.65,0.97,0.0,0.0,0.0,4.96,0.71,1.06,40.0,2022-11-07,35000000.0
1454,Ruben Loftus-Cheek,ENG,MFDF,Chelsea,Premier League,27.0,1996,15,13,1032,11.5,0.0,0.78,0.17,22.2,0.0,0.0,18.6,0.0,0.0,0.0,45.5,53.4,85.2,686.6,176.0,26.3,29.7,88.9,16.2,17.9,90.3,2.17,2.7,80.6,0.0,0.61,4.96,0.87,0.0,5.83,53.4,50.8,2.26,0.78,0.09,0.43,0.96,0.0,0.0,0.0,0.0,1.48,45.5,0.35,1.22,1.91,1.48,0.0,0.26,0.09,0.09,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.57,0.78,0.61,0.78,0.17,0.61,1.39,43.8,0.78,0.78,0.17,0.61,0.7,2.26,1.48,0.0,63.4,2.35,11.7,34.8,17.8,2.78,63.4,36.0,209.3,116.0,3.04,1.65,0.61,1.65,1.22,46.3,4.09,0.09,0.0,0.0,0.52,2.35,0.09,0.96,0.78,0.0,0.0,0.09,6.0,1.65,1.74,48.7,2022-11-03,25000000.0
